_time,mua_gia_1ACB,mua_gia_1BCM,mua_gia_1BID,mua_gia_1BVH,mua_gia_1CTG,mua_gia_1FPT,mua_gia_1GAS,mua_gia_1GVR,mua_gia_1HDB,mua_gia_1HPG,mua_gia_1MBB,mua_gia_1MSN,mua_gia_1MWG,mua_gia_1NVL,mua_gia_1PDR,mua_gia_1PLX,mua_gia_1POW,mua_gia_1SAB,mua_gia_1SSI,mua_gia_1STB,mua_gia_1TCB,mua_gia_1TPB,mua_gia_1VCB,mua_gia_1VHM,mua_gia_1VIB,mua_gia_1VIC,mua_gia_1VJC,mua_gia_1VNM,mua_gia_1VPB,mua_gia_1VRE,ban_gia_1ACB,ban_gia_1BCM,ban_gia_1BID,ban_gia_1BVH,ban_gia_1CTG,ban_gia_1FPT,ban_gia_1GAS,ban_gia_1GVR,ban_gia_1HDB,ban_gia_1HPG,ban_gia_1MBB,ban_gia_1MSN,ban_gia_1MWG,ban_gia_1NVL,ban_gia_1PDR,ban_gia_1PLX,ban_gia_1POW,ban_gia_1SAB,ban_gia_1SSI,ban_gia_1STB,ban_gia_1TCB,ban_gia_1TPB,ban_gia_1VCB,ban_gia_1VHM,ban_gia_1VIB,ban_gia_1VIC,ban_gia_1VJC,ban_gia_1VNM,ban_gia_1VPB,ban_gia_1VRE,Gia KL,mua_kl_1ACB,mua_kl_1BCM,mua_kl_1BID,mua_kl_1BVH,mua_kl_1CTG,mua_kl_1FPT,mua_kl_1GAS,mua_kl_1GVR,mua_kl_1HDB,mua_kl_1HPG,mua_kl_1MBB,mua_kl_1MSN,mua_kl_1MWG,mua_kl_1NVL,mua_kl_1PDR,mua_kl_1PLX,mua_kl_1POW,mua_kl_1SAB,mua_kl_1SSI,mua_kl_1STB,mua_kl_1TCB,mua_kl_1TPB,mua_kl_1VCB,mua_kl_1VHM,mua_kl_1VIB,mua_kl_1VIC,mua_kl_1VJC,mua_kl_1VNM,mua_kl_1VPB,mua_kl_1VRE,ban_kl_1ACB,ban_kl_1BCM,ban_kl_1BID,ban_kl_1BVH,ban_kl_1CTG,ban_kl_1FPT,ban_kl_1GAS,ban_kl_1GVR,ban_kl_1HDB,ban_kl_1HPG,ban_kl_1MBB,ban_kl_1MSN,ban_kl_1MWG,ban_kl_1NVL,ban_kl_1PDR,ban_kl_1PLX,ban_kl_1POW,ban_kl_1SAB,ban_kl_1SSI,ban_kl_1STB,ban_kl_1TCB,ban_kl_1TPB,ban_kl_1VCB,ban_kl_1VHM,ban_kl_1VIB,ban_kl_1VIC,ban_kl_1VJC,ban_kl_1VNM,ban_kl_1VPB,ban_kl_1VRE,mua_kl_2ACB,mua_kl_2BCM,mua_kl_2BID,mua_kl_2BVH,mua_kl_2CTG,mua_kl_2FPT,mua_kl_2GAS,mua_kl_2GVR,mua_kl_2HDB,mua_kl_2HPG,mua_kl_2MBB,mua_kl_2MSN,mua_kl_2MWG,mua_kl_2NVL,mua_kl_2PDR,mua_kl_2PLX,mua_kl_2POW,mua_kl_2SAB,mua_kl_2SSI,mua_kl_2STB,mua_kl_2TCB,mua_kl_2TPB,mua_kl_2VCB,mua_kl_2VHM,mua_kl_2VIB,mua_kl_2VIC,mua_kl_2VJC,mua_kl_2VNM,mua_kl_2VPB,mua_kl_2VRE,ban_kl_2ACB,ban_kl_2BCM,ban_kl_2BID,ban_kl_2BVH,ban_kl_2CTG,ban_kl_2FPT,ban_kl_2GAS,ban_kl_2GVR,ban_kl_2HDB,ban_kl_2HPG,ban_kl_2MBB,ban_kl_2MSN,ban_kl_2MWG,ban_kl_2NVL,ban_kl_2PDR,ban_kl_2PLX,ban_kl_2POW,ban_kl_2SAB,ban_kl_2SSI,ban_kl_2STB,ban_kl_2TCB,ban_kl_2TPB,ban_kl_2VCB,ban_kl_2VHM,ban_kl_2VIB,ban_kl_2VIC,ban_kl_2VJC,ban_kl_2VNM,ban_kl_2VPB,ban_kl_2VRE
2023-03-20 02:17:00+00:00,24.2,81.1,45.9,49.8,28.733333333333334,79.0,104.0,14.8,18.15,20.35,17.55,82.7,39.0,11.299999999999999,12.0,35.537499999999994,13.25,190.1,20.1,24.9,26.5,22.53333333333333,89.2,44.1,20.924999999999997,52.9,105.3,74.8,19.55,29.3,24.25,82.7,46.0,49.85,28.8,79.1,104.6,14.9,18.05,20.400000000000002,17.6,83.0,39.0,11.35,12.1,35.7,13.3,192.2,20.15,24.95,26.575000000000003,22.6,89.5,44.1,20.975,53.2,105.9,74.9,19.6,29.45,1037.3999999999999,570.0,0.0,0.0,0.0,350.0,320.0,0.0,2960.0,80.0,13000.0,140.0,10.0,10.0,3697.5,0.0,0.0,3490.0,0.0,8530.0,2572.5,2543.3333333333335,610.0,120.0,0.0,1180.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,1650.0,0.0,160.0,860.0,0.0,763.3333333333334,0.0,3813.3333333333335,5906.666666666667,0.0,1090.0,1827.5,0.0,1210.0,2130.0,0.0,7050.0,2690.0,0.0,2600.0,450.0,460.0,420.0,800.0,0.0,40.0,2590.0,1160.0,3430.0,0.0,0.0,0.0,526.6666666666666,230.0,0.0,30.0,460.0,13044.0,3505.0,240.0,285.0,6381.25,0.0,0.0,15430.0,0.0,7070.0,4332.5,160.0,1006.6666666666666,520.0,0.0,900.0,0.0,0.0,0.0,5450.0,0.0,0.0,0.0,345.0,0.0,100.0,660.0,0.0,1080.0,0.0,21763.333333333332,12090.0,0.0,60.0,8530.0,0.0,20.0,5830.0,0.0,17170.0,4043.3333333333335,0.0,3000.0,400.0,10.0,1720.0,360.0,0.0,1130.0,120.0,1980.0
2023-03-20 02:17:10+00:00,24.2,81.1,45.9,49.8,28.75,79.0,104.0,14.8,18.15,20.349999999999998,17.55,82.7,39.0,11.3,12.0,35.537499999999994,13.25,190.1,20.075,24.9,26.5,22.5,89.2,44.1,20.924999999999997,52.9,105.3,74.8,19.55,29.3,24.25,82.7,46.0,49.85,28.8,79.1,104.6,14.9,18.05,20.400000000000002,17.6,83.0,39.0,11.35,12.1,35.7,13.300000000000002,192.2,20.1125,24.95,26.575000000000003,22.600000000000005,89.5,44.1,20.95,53.2,105.9,74.9,19.6,29.45,1037.1399999999999,0.0,0.0,580.0,40.0,180.0,0.0,120.0,2960.0,0.0,12994.285714285714,87.5,0.0,0.0,3997.5,0.0,145.0,3245.0,0.0,7871.666666666667,2615.0,1630.0,903.3333333333334,100.0,0.0,0.0,0.0,0.0,0.0,620.0,0.0,10.0,0.0,1650.0,10.0,0.0,800.0,50.0,0.0,0.0,2883.3333333333335,7355.0,210.0,1080.0,2621.6666666666665,0.0,0.0,2093.3333333333335,0.0,2920.0,3936.6666666666665,670.0,2616.6666666666665,0.0,273.3333333333333,410.0,800.0,0.0,145.0,2610.0,0.0,0.0,0.0,190.0,10.0,590.0,0.0,30.0,30.0,0.0,13698.57142857143,4037.5,0.0,0.0,7890.0,0.0,502.5,22930.0,0.0,11846.666666666666,4645.0,163.33333333333334,50.0,520.0,0.0,0.0,0.0,0.0,0.0,5450.0,0.0,420.0,0.0,300.0,20.0,0.0,660.0,100.0,0.0,0.0,24103.333333333332,12090.0,140.0,60.0,7946.666666666667,0.0,0.0,5830.0,0.0,9572.5,4196.666666666667,1975.0,3026.6666666666665,0.0,10.0,660.0,660.0,0.0,1030.0,120.0,0.0
2023-03-20 02:17:20+00:00,24.2,81.1,45.9,49.55,28.75,79.0,104.0,14.8,18.15,20.383333333333336,17.55,82.75,39.0,11.299999999999999,12.0,35.58,13.25,190.1,20.05,24.899999999999995,26.55,22.5,89.2,44.1,20.924999999999997,52.9,105.3,74.8,19.55,29.3,24.25,82.7,46.0,49.8,28.8,79.1,104.6,14.9,18.05,20.412499999999998,17.6,83.0,39.0,11.35,12.1,35.7,13.300000000000002,192.2,20.1,24.95,26.575000000000003,22.55,89.5,44.13333333333333,20.95,53.1,105.9,74.9,19.6,29.45,1036.45,0.0,0.0,0.0,10.0,280.0,0.0,0.0,0.0,0.0,4778.333333333333,190.0,15.0,0.0,2586.6666666666665,275.0,64.0,2880.0,10.0,7482.5,3656.6666666666665,10.0,957.5,120.0,260.0,0.0,0.0,0.0,0.0,670.0,360.0,0.0,0.0,1650.0,10.0,0.0,0.0,0.0,0.0,0.0,7672.5,7630.0,260.0,1060.0,2500.0,0.0,0.0,0.0,0.0,13830.0,0.0,0.0,2708.0,0.0,96.66666666666667,510.0,40.0,0.0,115.0,2716.6666666666665,0.0,0.0,0.0,0.0,45.0,590.0,0.0,0.0,0.0,0.0,13585.0,4425.0,125.0,0.0,7890.0,220.0,212.0,25430.0,20.0,16995.0,4920.0,1645.0,50.0,520.0,1880.0,0.0,0.0,0.0,0.0,5450.0,120.0,0.0,0.0,300.0,20.0,0.0,0.0,0.0,0.0,0.0,21632.5,12490.0,90.0,60.0,7730.0,0.0,0.0,0.0,0.0,7040.0,0.0,0.0,180.0,0.0,10.0,700.0,800.0,0.0,1030.0,320.0,0.0
2023-03-20 02:17:30+00:00,24.2,81.1,45.9,49.55,28.75,79.0,104.0,14.8,18.15,20.400000000000002,17.54,82.75,39.0,11.275,12.0,35.68333333333333,13.25,190.1,20.02857142857143,24.9,26.55,22.5,89.2,44.1,21.0,52.9,105.3,74.8,19.525,29.3,24.35,82.7,46.0,49.8,28.8,79.1,104.6,14.9,18.05,20.45,17.55,83.0,39.0,11.32222222222222,12.1,35.725,13.300000000000002,192.2,20.075,24.95,26.575000000000003,22.55,89.5,44.13333333333333,21.05,53.0,105.9,74.9,19.55,29.45,1035.7,580.0,0.0,0.0,0.0,305.0,305.0,0.0,0.0,0.0,892.0,1160.0,0.0,0.0,4085.0,180.0,86.66666666666667,2840.0,0.0,11695.714285714286,4778.0,10.0,736.0,190.0,260.0,275.0,0.0,525.0,250.0,3025.0,365.0,420.0,0.0,0.0,20.0,10.0,720.0,0.0,1140.0,0.0,24770.0,303.3333333333333,0.0,800.0,1315.5555555555557,1620.0,550.0,2056.6666666666665,0.0,9775.0,4678.0,0.0,2670.0,440.0,0.0,2820.0,50.0,0.0,46.666666666666664,400.0,1160.0,3430.0,0.0,0.0,0.0,1590.0,230.0,0.0,0.0,0.0,13496.0,5432.0,0.0,0.0,9097.0,270.0,53.333333333333336,25490.0,0.0,14537.142857142857,4920.0,750.0,56.0,520.0,2140.0,2040.0,0.0,30.0,430.0,8860.0,320.0,290.0,0.0,0.0,220.0,100.0,660.0,0.0,1080.0,0.0,12280.0,7630.0,0.0,60.0,4885.555555555556,2800.0,15.0,5830.0,0.0,12080.0,4250.0,0.0,310.0,400.0,0.0,1070.0,40.0,0.0,1000.0,2830.0,2980.0
2023-03-20 02:17:40+00:00,24.2,81.1,45.8,49.55,28.7,78.6,104.0,14.8,18.15,20.39375,17.5,82.6,38.9,11.25,11.95,35.7,13.25,190.1,20.0,24.9,26.45,22.566666666666663,89.2,44.1,20.9,52.9,105.3,74.7,19.5,29.3,24.35,82.7,45.9,49.8,28.75,79.0,104.6,14.9,18.05,20.45,17.55,83.0,38.95,11.316666666666668,12.0,35.8,13.3,192.2,20.05,24.95,26.5,22.65,89.5,44.04999999999999,20.95,53.0,105.9,74.8,19.55,29.45,1035.6,0.0,0.0,190.0,0.0,1596.6666666666667,130.0,0.0,2960.0,0.0,2142.5,3745.0,190.0,20.0,7910.0,320.0,1332.0,2330.0,0.0,16966.25,4650.0,170.0,2920.0,0.0,0.0,2060.0,10.0,400.0,430.0,7960.0,0.0,0.0,0.0,40.0,0.0,55.0,200.0,90.0,1440.0,0.0,24753.333333333332,418.3333333333333,0.0,545.0,1100.0,484.0,10.0,2440.0,40.0,2815.5555555555557,5946.666666666667,440.0,3000.0,0.0,300.0,200.0,510.0,0.0,340.0,495.0,1640.0,0.0,0.0,10.0,0.0,40.0,1070.0,0.0,1030.0,0.0,13113.75,8762.5,10.0,100.0,9938.333333333334,2600.0,12.0,25500.0,0.0,10860.0,4420.0,930.0,140.0,0.0,0.0,160.0,10.0,80.0,440.0,12270.0,0.0,0.0,0.0,1650.0,0.0,10.0,720.0,100.0,1480.0,0.0,11853.333333333334,7846.666666666667,0.0,550.0,4163.333333333333,610.0,20.0,5830.0,10.0,15626.666666666666,4250.0,1130.0,3370.0,0.0,50.0,2820.0,40.0,0.0,45.0,2830.0,3010.0
2023-03-20 02:17:50+00:00,24.15,81.1,45.8,49.5,28.7,78.6,104.0,14.8,18.0,20.37222222222222,17.5,82.6,38.9,11.25,11.95,35.7,13.25,190.1,20.0,24.9,26.45,22.6,89.2,44.1,20.9375,52.9,105.3,74.7,19.5,29.3,24.35,82.7,45.9,49.8,28.75,79.0,104.6,14.9,18.05,20.416666666666664,17.55,82.65,38.95,11.3,12.0,35.8,13.3,192.2,20.05,24.95,26.5,22.65,89.4,44.04999999999999,21.025,53.0,105.9,74.8,19.55,29.3,1035.8428571428572,2520.0,30.0,210.0,120.0,0.0,163.33333333333334,0.0,0.0,2480.0,8157.777777777777,3183.3333333333335,125.0,0.0,7940.0,820.0,1365.0,2230.0,0.0,17442.85714285714,355.0,1170.0,2185.0,150.0,0.0,1222.5,0.0,0.0,430.0,7960.0,0.0,520.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,260.0,8370.0,1033.3333333333333,160.0,0.0,365.0,790.0,10.0,2440.0,0.0,7186.666666666667,5630.0,0.0,0.0,260.0,180.0,1470.0,500.0,0.0,380.0,0.0,10.0,940.0,230.0,10.0,20.0,0.0,1070.0,0.0,0.0,500.0,13985.555555555555,8693.333333333334,10.0,0.0,8280.0,2650.0,10.0,26300.0,0.0,10824.285714285714,4420.0,880.0,267.5,520.0,0.0,1160.0,0.0,0.0,430.0,12623.333333333334,0.0,290.0,0.0,1610.0,0.0,0.0,0.0,0.0,0.0,390.0,20096.666666666668,7810.0,245.0,0.0,2070.0,50.0,20.0,5830.0,0.0,11000.0,4250.0,0.0,0.0,350.0,50.0,1945.0,40.0,0.0,270.0,0.0,1820.0
2023-03-20 02:18:00+00:00,24.15,81.1,45.8,49.5,28.7,78.6,104.0,14.8,18.0,20.38333333333333,17.5,82.5,38.9,11.25,11.949999999999998,35.7,13.25,189.1,20.0,24.9,26.45,22.6,89.0,44.025,20.9375,52.7,105.3,74.7,19.5,29.3,24.3,82.7,45.9,49.8,28.75,79.0,104.6,14.9,18.05,20.416666666666664,17.55,82.6,38.95,11.300000000000002,12.0,35.8,13.3,192.2,20.05,24.9,26.5,22.65,89.4,44.075,21.0,53.0,105.9,74.8,19.55,29.3,1036.04,0.0,0.0,0.0,0.0,1560.0,255.0,0.0,0.0,0.0,5130.0,3260.0,10.0,0.0,7612.0,770.0,50.0,1930.0,20.0,18005.454545454544,0.0,1170.0,1020.0,80.0,720.0,0.0,50.0,0.0,0.0,8010.0,0.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,8176.666666666667,1770.0,20.0,510.0,1913.3333333333333,90.0,90.0,0.0,0.0,6970.0,860.0,0.0,0.0,0.0,45.0,170.0,0.0,30.0,400.0,1290.0,0.0,0.0,0.0,0.0,0.0,10.0,1070.0,0.0,0.0,0.0,14211.666666666666,8650.0,30.0,0.0,8674.0,4650.0,40.0,26300.0,130.0,10679.09090909091,0.0,880.0,380.0,70.0,1910.0,0.0,300.0,0.0,0.0,12780.0,0.0,520.0,0.0,1610.0,0.0,0.0,0.0,0.0,0.0,0.0,20096.666666666668,7820.0,390.0,645.0,770.0,2800.0,30.0,0.0,0.0,11000.0,5610.0,0.0,0.0,0.0,30.0,2820.0,0.0,30.0,270.0,2836.6666666666665,0.0
2023-03-20 02:18:10+00:00,24.225,81.1,45.8,49.5,28.7,78.6,104.0,14.8,18.0,20.385,17.5,82.5,38.9,11.25,11.95,35.7,13.25,189.1,20.0,24.85,26.45,22.575,89.3,44.0,20.95,52.7,105.3,74.7,19.5,29.1,24.35,82.7,45.9,49.8,28.75,79.0,104.6,14.9,18.05,20.419999999999998,17.55,82.6,38.95,11.3,12.0,35.8,13.3,192.2,20.05,24.900000000000002,26.5,22.6,89.4,44.075,21.0,53.0,105.9,74.8,19.55,29.3,1035.98,2245.0,0.0,150.0,0.0,820.0,280.0,0.0,2925.0,2120.0,4843.0,3290.0,0.0,20.0,8080.0,870.0,50.0,2080.0,0.0,16471.11111111111,4447.5,0.0,65.0,10.0,1250.0,760.0,100.0,0.0,95.0,8010.0,310.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,260.0,9758.0,1776.6666666666667,0.0,500.0,1880.0,550.0,60.0,0.0,0.0,7035.0,1523.3333333333333,0.0,2455.0,230.0,0.0,300.0,0.0,0.0,400.0,1740.0,10.0,1730.0,0.0,15.0,0.0,10.0,1070.0,0.0,10.0,600.0,14769.0,8656.666666666666,0.0,100.0,13826.25,4650.0,100.0,26200.0,0.0,10690.0,16960.0,0.0,317.5,80.0,1890.0,2147.5,300.0,0.0,430.0,12770.0,360.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,750.0,19254.0,7830.0,0.0,690.0,770.0,2800.0,30.0,0.0,0.0,11000.0,5515.0,0.0,3000.0,350.0,0.0,2820.0,0.0,0.0,270.0,2830.0,1820.0
2023-03-20 02:18:20+00:00,24.225,81.1,45.8,49.5,28.7,78.6,104.0,14.8,18.0,20.400000000000002,17.5,82.3,38.9,11.25,11.95,35.7,13.25,189.1,19.95,24.85,26.45,22.55,89.3,44.0,20.95,52.7,105.3,74.7,19.5,29.1,24.35,82.7,45.9,49.8,28.75,79.0,104.6,14.9,18.05,20.45,17.55,82.6,38.95,11.3,12.0,35.75,13.3,192.2,20.0,24.9,26.5,22.6,89.4,44.1,21.0,53.0,105.9,74.8,19.6,29.3,1036.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1696.0,0.0,30.0,20.0,7466.25,0.0,0.0,2216.6666666666665,20.0,10566.666666666666,4380.0,1195.0,150.0,0.0,550.0,1520.0,0.0,0.0,80.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,23280.0,1810.0,45.0,0.0,2056.0,560.0,10.0,0.0,240.0,20965.555555555555,2520.0,1430.0,3504.0,205.0,50.0,395.0,0.0,0.0,410.0,2830.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,18459.0,0.0,500.0,100.0,14013.75,0.0,0.0,26200.0,130.0,7620.0,16860.0,930.0,440.0,0.0,1890.0,2300.0,0.0,0.0,550.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,11675.0,7830.0,340.0,0.0,722.0,10.0,110.0,0.0,10.0,6926.666666666667,5790.0,50.0,3000.0,360.0,10.0,2820.0,0.0,0.0,270.0,3220.0,0.0
2023-03-20 02:18:30+00:00,24.3,81.1,45.85,49.5,28.7,78.6,104.0,14.8,18.0,20.400000000000002,17.5,82.3,38.9,11.3,11.949999999999998,35.7,13.25,189.1,19.95,24.85,26.45,22.55,89.3,44.0,20.95,52.7,105.4,74.7,19.5,29.3,24.35,82.7,45.9,49.8,28.75,79.0,104.6,14.9,18.05,20.45,17.55,82.6,38.95,11.316666666666668,12.0,35.75,13.3,192.2,20.0,24.900000000000002,26.5,22.600000000000005,89.4,44.1,21.0,52.8,105.9,74.8,19.6,29.3,1035.8833333333332,1970.0,0.0,10.0,120.0,0.0,280.0,0.0,3290.0,2070.0,2206.25,3513.3333333333335,0.0,230.0,852.0,740.0,76.66666666666667,2010.0,20.0,11131.666666666666,3330.0,1195.0,156.66666666666666,10.0,540.0,1520.0,0.0,100.0,70.0,0.0,90.0,0.0,110.0,0.0,0.0,0.0,200.0,0.0,0.0,120.0,0.0,420.0,0.0,490.0,1246.6666666666667,0.0,0.0,2440.0,0.0,22942.0,2978.5714285714284,1410.0,7390.0,0.0,96.66666666666667,0.0,160.0,30.0,400.0,2880.0,0.0,2650.0,0.0,150.0,20.0,0.0,1090.0,0.0,10.0,600.0,21337.5,8660.0,0.0,100.0,7170.0,4700.0,126.66666666666667,26210.0,130.0,7586.666666666667,16947.5,1022.5,2306.6666666666665,150.0,1890.0,2300.0,0.0,300.0,550.0,0.0,100.0,0.0,60.0,0.0,0.0,0.0,720.0,0.0,0.0,1000.0,0.0,7830.0,0.0,700.0,3350.0,0.0,0.0,7830.0,0.0,7046.0,5770.0,50.0,3000.0,0.0,243.33333333333334,0.0,260.0,50.0,260.0,3220.0,0.0
